Category,Metric,varianta_2.3.0 Mean,variantb_2.3.10 Mean,varianta_2.3.0 P50,variantb_2.3.10 P50,varianta_2.3.0 P90,variantb_2.3.10 P90,Unit
Build,Build time,514136,511726,510118,511657,538409,534327,ms
Build,Configuration time,47689,46028,47089,45822,56987,50497,ms
Gradle process state,Gradle-Process-gcTime,0.44,0.43,0.43,0.43,0.5,0.51,
Kotlin process state,Kotlin-Process-gcTime,0.19,0.2,0.2,0.2,0.21,0.21,
Task Type,org.jetbrains.kotlin.gradle.tasks.KotlinCompile,2596,2599,2141,2155,4097,4128,ms
Task Type,com.google.devtools.ksp.gradle.KspAATask,3742,3722,3199,3182,5364,5325,ms
Task Type,com.android.build.gradle.internal.res.LinkApplicationAndroidResourcesTask,2137,2139,2087,2131,2528,2446,ms
Task Type,com.android.build.gradle.internal.tasks.DexArchiveBuilderTask,1390,1338,1368,1317,1768,1749,ms
Task Type,com.android.build.gradle.internal.tasks.DexMergingTask,5035,5006,2761,2889,12343,12094,ms
Task Type,com.android.build.gradle.internal.tasks.ValidateSigningTask,1090,1092,1030,1030,1475,1481,ms
Task Path,:build-logic:convention:compileKotlin,6879,6844,6798,6829,7328,7136,ms
Task Path,:api:account-login:parseDebugLocalResources,1346,1504,1026,1013,2806,3182,ms
Task Path,:core:contact:kspDebugKotlin,13195,13132,13160,13074,13867,13721,ms
Task Path,:core:cart:kspDebugKotlin,14079,14013,14026,13940,14790,14707,ms
Task Path,:core:comment:kspDebugKotlin,13533,13430,13477,13368,14284,14229,ms
Task Path,:core:checkout:kspDebugKotlin,13792,13702,13728,13639,14706,14384,ms
Task Path,:core:checkout:compileDebugKotlin,8088,8039,8023,8027,8591,8448,ms
Task Path,:core:comment:compileDebugKotlin,8002,7966,7932,7965,8492,8355,ms
Task Path,:core:contact:compileDebugKotlin,8084,7996,7974,7967,8700,8360,ms
Task Path,:core:cart:compileDebugKotlin,8393,8347,8319,8356,8985,8888,ms
Task Path,:core:feed:kspDebugKotlin,6526,6635,6506,6770,7260,7380,ms
Task Path,:core:login:kspDebugKotlin,7838,7720,7758,7739,8585,8321,ms
Task Path,:core:identity:kspDebugKotlin,8301,8127,8323,8107,9044,8778,ms
Task Path,:core:post:kspDebugKotlin,7839,7651,7837,7594,8476,8324,ms
Task Path,:core:feed:compileDebugKotlin,7553,7511,7488,7492,8189,8299,ms
Task Path,:core:feed:compileDebugJavaWithJavac,1085,1053,1037,1039,1326,1292,ms
Task Path,:core:identity:compileDebugKotlin,5440,5357,5389,5257,6113,6077,ms
Task Path,:core:login:compileDebugKotlin,5694,5592,5596,5579,6343,6349,ms
Task Path,:core:post:compileDebugKotlin,5391,5333,5334,5247,5989,6038,ms
Task Path,:core:profile:kspDebugKotlin,5972,6003,5957,5891,6603,6959,ms
Task Path,:core:push:kspDebugKotlin,6598,6362,6533,6289,7670,7167,ms
Task Path,:core:profile:compileDebugKotlin,5603,5516,5568,5526,6183,6200,ms
Task Path,:core:user:kspDebugKotlin,6688,6371,6752,6302,7661,7340,ms
Task Path,:feature:log:kspDebugKotlin,8211,7938,8226,7915,9393,9071,ms
Task Path,:core:push:compileDebugKotlin,5332,5435,5371,5447,5868,6019,ms
Task Path,:core:user:compileDebugKotlin,5255,5253,5312,5194,5840,5864,ms
Task Path,:feature:network:kspDebugKotlin,6010,5836,6009,5838,6910,6882,ms
Task Path,:feature:log:compileDebugKotlin,4684,4735,4709,4818,5403,5215,ms
Task Path,:feature:account:kspDebugKotlin,5599,5572,5500,5629,6363,6320,ms
Task Path,:feature:group:kspDebugKotlin,5487,5338,5490,5314,6217,6213,ms
Task Path,:feature:metric:kspDebugKotlin,5826,5757,5778,5807,7032,6711,ms
Task Path,:feature:network:compileDebugKotlin,5187,5238,5197,5190,5980,6269,ms
Task Path,:feature:account:compileDebugKotlin,4894,4960,4840,4916,5473,5741,ms
Task Path,:feature:group:compileDebugKotlin,4664,4750,4711,4778,5194,5536,ms
Task Path,:feature:metric:compileDebugKotlin,4352,4303,4300,4346,5062,4891,ms
Task Path,:feature:notification:kspDebugKotlin,4825,4523,4806,4496,5860,5450,ms
Task Path,:feature:report:kspDebugKotlin,5357,5249,5368,5276,6177,5955,ms
Task Path,:feature:search:kspDebugKotlin,5435,5286,5425,5236,6096,6128,ms
Task Path,:feature:notification:compileDebugKotlin,4100,4078,4112,4016,4681,4838,ms
Task Path,:feature:setting:kspDebugKotlin,6515,6371,6489,6460,7519,7326,ms
Task Path,:feature:report:compileDebugKotlin,4087,4153,4143,4121,4605,4883,ms
