Category,Metric,varianta_k2_kotlin_2.2.0 Mean,variantb_k2_increase_memory_gradle Mean,varianta_k2_kotlin_2.2.0 P50,variantb_k2_increase_memory_gradle P50,varianta_k2_kotlin_2.2.0 P90,variantb_k2_increase_memory_gradle P90,Unit
Task Path,:layer_2:module_2_96:compileDebugKotlin,2118,2180,2038,2108,2587,2615,ms
Task Path,:layer_2:module_2_98:compileDebugKotlin,2171,2173,2140,2116,2574,2852,ms
Task Path,:layer_2:module_2_99:compileDebugKotlin,2065,2200,2047,2052,2524,2806,ms
Task Path,:layer_3:module_3_139:kspDebugKotlin,3083,3138,3048,3081,3795,3702,ms
Task Path,:layer_3:module_3_140:kspDebugKotlin,4005,3978,3924,3858,4726,4763,ms
Task Path,:layer_3:module_3_139:compileDebugKotlin,2366,2391,2315,2351,2870,2855,ms
Task Path,:layer_3:module_3_141:kspDebugKotlin,3458,3398,3365,3309,4119,4175,ms
Task Path,:layer_3:module_3_140:compileDebugKotlin,2342,2356,2308,2255,2854,2839,ms
Task Path,:layer_3:module_3_142:kspDebugKotlin,3337,3212,3322,3152,3811,3654,ms
Task Path,:layer_3:module_3_141:compileDebugKotlin,2386,2370,2295,2346,2883,2798,ms
Task Path,:layer_3:module_3_142:compileDebugKotlin,2423,2446,2388,2380,2948,2955,ms
Task Path,:layer_3:module_3_143:kspDebugKotlin,3008,2972,2963,2942,3582,3632,ms
Task Path,:layer_3:module_3_144:kspDebugKotlin,3201,3271,3155,3158,3769,4024,ms
Task Path,:layer_3:module_3_143:compileDebugKotlin,2179,2202,2182,2189,2622,2746,ms
Task Path,:layer_3:module_3_144:compileDebugKotlin,2121,2188,2079,2128,2511,2617,ms
Task Path,:layer_3:module_3_146:kspDebugKotlin,3059,3066,3069,3050,3651,3635,ms
Task Path,:layer_3:module_3_145:kspDebugKotlin,3511,3542,3461,3482,4242,4208,ms
Task Path,:layer_3:module_3_146:compileDebugKotlin,2168,2223,2143,2126,2482,2781,ms
Task Path,:layer_3:module_3_145:compileDebugKotlin,2141,2287,2112,2166,2565,2744,ms
Task Path,:layer_3:module_3_147:kspDebugKotlin,2917,2937,2852,2946,3565,3694,ms
Task Path,:layer_3:module_3_148:kspDebugKotlin,2993,3096,3019,3075,3598,3659,ms
Task Path,:layer_3:module_3_147:compileDebugKotlin,1951,2020,1912,1967,2469,2402,ms
Task Path,:layer_3:module_3_148:compileDebugKotlin,1986,2072,1912,2052,2755,2590,ms
Task Path,:layer_3:module_3_149:kspDebugKotlin,2805,2942,2750,2964,3390,3611,ms
Task Path,:layer_3:module_3_150:kspDebugKotlin,3499,3630,3504,3592,4076,4348,ms
Task Path,:layer_3:module_3_149:compileDebugKotlin,2173,2149,2127,2179,2705,2500,ms
Task Path,:layer_3:module_3_150:compileDebugKotlin,2065,2034,2005,2026,2544,2362,ms
Task Path,:layer_3:module_3_151:kspDebugKotlin,2916,2920,2864,2920,3595,3462,ms
Task Path,:layer_3:module_3_152:kspDebugKotlin,3060,3051,3027,3014,3618,3580,ms
Task Path,:layer_3:module_3_151:compileDebugKotlin,1949,2014,1932,2016,2313,2408,ms
Task Path,:layer_3:module_3_152:compileDebugKotlin,1942,1933,1938,1914,2321,2348,ms
Task Path,:layer_3:module_3_153:kspDebugKotlin,2679,2679,2616,2673,3275,3184,ms
Task Path,:layer_3:module_3_154:kspDebugKotlin,2924,2941,2921,2931,3322,3396,ms
Task Path,:layer_3:module_3_153:compileDebugKotlin,1970,1938,1924,1896,2329,2467,ms
Task Path,:layer_3:module_3_154:compileDebugKotlin,2047,2087,1950,2051,2434,2545,ms
Task Path,:layer_3:module_3_155:kspDebugKotlin,3448,3470,3421,3392,4192,4046,ms
Task Path,:layer_3:module_3_156:kspDebugKotlin,3171,3198,3128,3174,3753,3838,ms
Task Path,:layer_3:module_3_155:compileDebugKotlin,1922,2068,1907,2071,2246,2515,ms
Task Path,:layer_3:module_3_156:compileDebugKotlin,2026,2096,2018,2110,2351,2367,ms
Task Path,:layer_3:module_3_157:kspDebugKotlin,3020,3067,2937,3022,3654,3667,ms
Task Path,:layer_3:module_3_158:kspDebugKotlin,2792,2860,2800,2887,3292,3345,ms
Task Path,:layer_3:module_3_158:compileDebugKotlin,2007,2015,1957,2008,2423,2508,ms
Task Path,:layer_3:module_3_157:compileDebugKotlin,2076,2079,2041,2117,2448,2622,ms
Task Path,:layer_3:module_3_159:kspDebugKotlin,2917,3040,2899,3083,3412,3565,ms
Task Path,:layer_3:module_3_160:kspDebugKotlin,3364,3515,3382,3501,3991,4087,ms
Task Path,:layer_3:module_3_159:compileDebugKotlin,1922,2085,1891,2074,2375,2502,ms
Task Path,:layer_3:module_3_160:compileDebugKotlin,1898,2070,1863,2008,2341,2596,ms
Task Path,:layer_3:module_3_161:kspDebugKotlin,2867,3146,2853,3091,3273,3868,ms
Task Path,:layer_3:module_3_162:kspDebugKotlin,2883,3138,2810,2988,3449,3867,ms
Task Path,:layer_3:module_3_161:compileDebugKotlin,2088,2186,2066,2157,2433,2659,ms
Task Path,:layer_3:module_3_162:compileDebugKotlin,2042,2172,1989,2135,2493,2582,ms
Task Path,:layer_3:module_3_163:kspDebugKotlin,2894,2937,2849,2865,3456,3617,ms
Task Path,:layer_3:module_3_164:kspDebugKotlin,2928,2936,2909,2906,3503,3445,ms
Task Path,:layer_3:module_3_163:compileDebugKotlin,1928,2028,1922,1977,2213,2327,ms
Task Path,:layer_3:module_3_164:compileDebugKotlin,1913,1937,1883,1845,2420,2409,ms
Task Path,:layer_3:module_3_165:kspDebugKotlin,3222,3273,3215,3241,3832,3830,ms
Task Path,:layer_3:module_3_166:kspDebugKotlin,2843,2849,2818,2819,3291,3366,ms
Task Path,:layer_3:module_3_166:compileDebugKotlin,2056,2110,2041,2051,2419,2522,ms
Task Path,:layer_3:module_3_165:compileDebugKotlin,2042,2024,1996,1937,2438,2430,ms
Task Path,:layer_3:module_3_167:kspDebugKotlin,2870,2841,2923,2817,3240,3461,ms
Task Path,:layer_3:module_3_168:kspDebugKotlin,2883,2954,3008,2974,3404,3576,ms
Task Path,:layer_3:module_3_168:compileDebugKotlin,2017,1984,1943,1945,2627,2480,ms
Task Path,:layer_3:module_3_167:compileDebugKotlin,2083,2092,2059,1982,2512,2671,ms
Task Path,:layer_3:module_3_169:kspDebugKotlin,2835,2941,2789,2928,3365,3472,ms
Task Path,:layer_3:module_3_170:kspDebugKotlin,3262,3387,3277,3442,3708,3961,ms
Task Path,:layer_3:module_3_169:compileDebugKotlin,2160,2186,2084,2191,2652,2744,ms
Task Path,:layer_3:module_3_170:compileDebugKotlin,2084,2078,2018,2032,2602,2475,ms
Task Path,:layer_3:module_3_171:kspDebugKotlin,2819,2953,2820,2998,3253,3376,ms
Task Path,:layer_3:module_3_172:kspDebugKotlin,3025,3135,2953,3140,3545,3680,ms
Task Path,:layer_3:module_3_171:compileDebugKotlin,2026,2092,1989,2006,2533,2609,ms
Task Path,:layer_3:module_3_172:compileDebugKotlin,2035,2108,2019,2070,2521,2724,ms
Task Path,:layer_3:module_3_173:kspDebugKotlin,2754,2902,2726,2975,3278,3454,ms
Task Path,:layer_3:module_3_174:kspDebugKotlin,2835,2967,2779,3002,3354,3522,ms
Task Path,:layer_3:module_3_173:compileDebugKotlin,2077,2168,1980,2171,2637,2623,ms
Task Path,:layer_3:module_3_174:compileDebugKotlin,1940,2049,1891,1980,2389,2439,ms
Task Path,:layer_3:module_3_175:kspDebugKotlin,3217,3415,3165,3387,3805,4082,ms
Task Path,:layer_3:module_3_176:kspDebugKotlin,2989,3127,2937,3003,3716,3836,ms
Task Path,:layer_3:module_3_175:compileDebugKotlin,1928,1956,1874,1915,2333,2457,ms
Task Path,:layer_3:module_3_176:compileDebugKotlin,2011,2008,1947,1932,2379,2559,ms
Task Path,:layer_3:module_3_177:kspDebugKotlin,2719,2772,2628,2725,3326,3362,ms
Task Path,:layer_3:module_3_178:kspDebugKotlin,2813,2843,2795,2768,3341,3433,ms
Task Path,:layer_3:module_3_177:compileDebugKotlin,1903,1928,1904,1926,2243,2464,ms
Task Path,:layer_3:module_3_178:compileDebugKotlin,1997,2068,1940,1989,2432,2633,ms
Task Path,:layer_3:module_3_179:kspDebugKotlin,2754,2814,2687,2795,3304,3233,ms
Task Path,:layer_3:module_3_180:kspDebugKotlin,3185,3319,3046,3311,3748,3902,ms
Task Path,:layer_3:module_3_179:compileDebugKotlin,1997,1997,1916,1996,2505,2397,ms
Task Path,:layer_3:module_3_180:compileDebugKotlin,1959,1868,1902,1838,2520,2255,ms
Task Path,:layer_3:module_3_181:kspDebugKotlin,2900,2919,2865,2931,3473,3508,ms
Task Path,:layer_3:module_3_182:kspDebugKotlin,2939,2965,2885,2933,3371,3529,ms
Task Path,:layer_3:module_3_181:compileDebugKotlin,2043,2111,1983,2073,2503,2593,ms
Task Path,:layer_3:module_3_182:compileDebugKotlin,2106,2175,2031,2161,2478,2553,ms
Task Path,:layer_3:module_3_183:kspDebugKotlin,2844,2875,2771,2859,3389,3386,ms
Task Path,:layer_3:module_3_184:kspDebugKotlin,2880,3032,2887,3037,3340,3525,ms
Task Path,:layer_3:module_3_183:compileDebugKotlin,2021,1999,2027,2010,2461,2276,ms
Task Path,:layer_3:module_3_184:compileDebugKotlin,2018,1973,1957,1954,2517,2220,ms
Task Path,:layer_4:module_4_185:kspDebugKotlin,3499,3612,3503,3428,3975,4300,ms
Task Path,:layer_4:module_4_189:kspDebugKotlin,2489,2606,2437,2439,2922,3372,ms
Task Path,:layer_4:module_4_186:kspDebugKotlin,2994,3231,2959,3089,3396,3877,ms
Task Path,:layer_4:module_4_187:kspDebugKotlin,3210,3428,3128,3358,3775,4070,ms
Task Path,:layer_4:module_4_185:compileDebugKotlin,2194,2328,2154,2315,2566,2745,ms
Task Path,:layer_4:module_4_186:compileDebugKotlin,2216,2335,2132,2292,2599,2751,ms
Task Path,:layer_4:module_4_187:compileDebugKotlin,2335,2467,2268,2425,2789,2826,ms
Task Path,:layer_4:module_4_188:kspDebugKotlin,3370,3511,3285,3454,3940,4061,ms
Task Path,:layer_4:module_4_189:compileDebugKotlin,1801,1904,1822,1898,2190,2402,ms
Task Path,:layer_4:module_4_188:compileDebugKotlin,2041,2095,2041,2090,2468,2492,ms
Task Path,:layer_4:module_4_191:kspDebugKotlin,2933,2984,2922,2894,3367,3437,ms
Task Path,:layer_4:module_4_190:kspDebugKotlin,3370,3474,3342,3336,3823,4282,ms
Task Path,:layer_4:module_4_192:kspDebugKotlin,3057,3157,3066,3002,3675,3885,ms
Task Path,:layer_4:module_4_193:kspDebugKotlin,2753,2568,2760,2620,3409,3005,ms
Task Path,:layer_4:module_4_190:compileDebugKotlin,1982,2073,1926,2004,2351,2515,ms
Task Path,:layer_4:module_4_191:compileDebugKotlin,2011,2102,2049,2068,2313,2542,ms
Task Path,:layer_4:module_4_192:compileDebugKotlin,1922,1973,1909,1972,2378,2305,ms
Task Path,:layer_4:module_4_193:compileDebugKotlin,2053,2024,2028,1947,2506,2495,ms
Task Path,:layer_4:module_4_194:kspDebugKotlin,3002,2936,2971,2886,3587,3433,ms
Task Path,:layer_4:module_4_195:kspDebugKotlin,3593,3572,3651,3497,3998,4209,ms
Task Path,:layer_4:module_4_197:kspDebugKotlin,2898,2949,2991,2989,3501,3436,ms
Task Path,:layer_4:module_4_196:kspDebugKotlin,3369,3482,3430,3442,3941,4037,ms
Task Path,:layer_4:module_4_194:compileDebugKotlin,2239,2215,2180,2178,2629,2673,ms
Task Path,:layer_4:module_4_195:compileDebugKotlin,2019,2083,2038,2015,2324,2565,ms
Task Path,:layer_4:module_4_197:compileDebugKotlin,1815,1810,1821,1837,2199,2301,ms
Task Path,:layer_4:module_4_196:compileDebugKotlin,2046,2120,2053,2150,2390,2454,ms
Task Path,:layer_4:module_4_198:kspDebugKotlin,2668,2699,2677,2656,3129,3368,ms
Task Path,:layer_4:module_4_199:kspDebugKotlin,2791,2919,2731,2946,3391,3289,ms
Task Path,:layer_4:module_4_201:kspDebugKotlin,3132,3265,3103,3262,3771,3865,ms
Task Path,:layer_4:module_4_200:kspDebugKotlin,3720,3870,3736,3797,4408,4457,ms
Task Path,:layer_4:module_4_198:compileDebugKotlin,1883,1965,1856,2010,2368,2477,ms
Task Path,:layer_4:module_4_199:compileDebugKotlin,2029,2202,1980,2140,2398,2714,ms
Task Path,:layer_4:module_4_201:compileDebugKotlin,1949,1920,1931,1876,2376,2525,ms
Task Path,:layer_4:module_4_200:compileDebugKotlin,1948,2047,1952,1998,2481,2586,ms
Task Path,:layer_4:module_4_202:kspDebugKotlin,2993,3055,3005,2966,3639,3832,ms
Task Path,:layer_4:module_4_203:kspDebugKotlin,2783,2780,2768,2794,3388,3386,ms
Task Path,:layer_4:module_4_204:kspDebugKotlin,3140,3135,3148,3046,3674,3667,ms
Task Path,:layer_4:module_4_205:kspDebugKotlin,3304,3300,3307,3301,3962,4136,ms
Task Path,:layer_4:module_4_202:compileDebugKotlin,2064,1989,1991,2022,2613,2430,ms
Task Path,:layer_4:module_4_203:compileDebugKotlin,1993,1995,1965,1929,2388,2472,ms
Task Path,:layer_4:module_4_204:compileDebugKotlin,1855,1902,1828,1881,2215,2317,ms
Task Path,:layer_4:module_4_205:compileDebugKotlin,1967,1949,1957,1929,2412,2272,ms
Task Path,:layer_4:module_4_206:kspDebugKotlin,2851,2802,2879,2713,3397,3418,ms
Task Path,:layer_4:module_4_206:compileDebugKotlin,2115,2019,2058,1980,2609,2494,ms
Task Path,:layer_4:module_4_207:kspDebugKotlin,2932,2827,2967,2837,3368,3301,ms
Task Path,:layer_4:module_4_208:kspDebugKotlin,3106,3207,3075,3276,3708,3781,ms
Task Path,:layer_4:module_4_209:kspDebugKotlin,2946,3069,2883,2979,3660,3721,ms
Task Path,:layer_4:module_4_207:compileDebugKotlin,1970,1975,1953,1926,2455,2475,ms
Task Path,:layer_4:module_4_208:compileDebugKotlin,2061,2129,2041,2075,2450,2667,ms
Task Path,:layer_4:module_4_209:compileDebugKotlin,2063,2027,1996,1965,2559,2483,ms
Task Path,:layer_4:module_4_210:kspDebugKotlin,3347,3416,3305,3376,4020,3937,ms
Task Path,:layer_4:module_4_210:compileDebugKotlin,2021,2007,2007,1903,2485,2576,ms
Task Path,:layer_4:module_4_211:kspDebugKotlin,2945,2969,2916,3009,3432,3383,ms
Task Path,:layer_4:module_4_212:kspDebugKotlin,2995,3069,3032,3038,3421,3645,ms
Task Path,:layer_4:module_4_213:kspDebugKotlin,2756,2917,2709,2955,3339,3495,ms
Task Path,:layer_4:module_4_211:compileDebugKotlin,2003,2059,1980,1995,2491,2618,ms
Task Path,:layer_4:module_4_214:kspDebugKotlin,2790,2882,2703,2834,3354,3442,ms
Task Path,:layer_4:module_4_212:compileDebugKotlin,1896,2032,1798,1983,2511,2616,ms
Task Path,:layer_4:module_4_213:compileDebugKotlin,1895,2011,1832,2000,2361,2530,ms
Task Path,:layer_4:module_4_214:compileDebugKotlin,2025,2085,2039,2015,2358,2608,ms
Task Path,:layer_4:module_4_215:kspDebugKotlin,3358,3388,3342,3378,4177,3969,ms
Task Path,:layer_4:module_4_216:kspDebugKotlin,3152,3105,3111,3060,3967,3757,ms
Task Path,:layer_4:module_4_217:kspDebugKotlin,2980,2979,2939,2974,3506,3436,ms
Task Path,:layer_4:module_4_215:compileDebugKotlin,1974,1951,1964,1898,2346,2347,ms
Task Path,:layer_4:module_4_218:kspDebugKotlin,2781,2853,2774,2834,3373,3454,ms
Task Path,:layer_4:module_4_216:compileDebugKotlin,1940,2006,1903,1941,2390,2432,ms
Task Path,:layer_4:module_4_217:compileDebugKotlin,1973,1997,1889,1950,2417,2383,ms
Task Path,:layer_4:module_4_218:compileDebugKotlin,1945,1944,1906,1921,2301,2275,ms
Task Path,:layer_4:module_4_219:kspDebugKotlin,2661,2677,2669,2626,3114,3166,ms
Task Path,:layer_4:module_4_221:kspDebugKotlin,2856,2948,2794,2960,3494,3385,ms
Task Path,:layer_4:module_4_220:kspDebugKotlin,3319,3239,3208,3176,3933,3906,ms
Task Path,:layer_4:module_4_219:compileDebugKotlin,1888,1888,1894,1856,2198,2256,ms
Task Path,:layer_4:module_4_222:kspDebugKotlin,2840,2973,2809,2861,3431,3486,ms
Task Path,:layer_4:module_4_220:compileDebugKotlin,1843,1938,1792,1849,2319,2533,ms
Task Path,:layer_4:module_4_221:compileDebugKotlin,2016,2011,1938,1916,2586,2488,ms
Task Path,:layer_4:module_4_222:compileDebugKotlin,1863,1942,1877,1861,2183,2348,ms
Task Path,:layer_4:module_4_223:kspDebugKotlin,2849,2792,2804,2817,3422,3357,ms
Task Path,:layer_4:module_4_223:compileDebugKotlin,1889,1976,1904,1926,2194,2324,ms
Task Path,:layer_4:module_4_224:kspDebugKotlin,3078,3109,3036,3057,3636,3615,ms
Task Path,:layer_4:module_4_225:kspDebugKotlin,3343,3482,3266,3407,3911,4071,ms
Task Path,:layer_4:module_4_226:kspDebugKotlin,2924,3037,2935,2992,3382,3554,ms
Task Path,:layer_4:module_4_224:compileDebugKotlin,1945,1974,1920,1956,2320,2393,ms
Task Path,:layer_4:module_4_225:compileDebugKotlin,2006,2125,1944,2113,2465,2695,ms
Task Path,:layer_4:module_4_227:kspDebugKotlin,3010,3134,2976,3144,3576,3604,ms
Task Path,:layer_4:module_4_226:compileDebugKotlin,1975,2063,1904,1982,2452,2495,ms
Task Path,:layer_4:module_4_228:kspDebugKotlin,2918,2939,2837,2899,3531,3610,ms
Task Path,:layer_4:module_4_227:compileDebugKotlin,1967,1949,1941,1969,2327,2302,ms
Task Path,:layer_4:module_4_228:compileDebugKotlin,1902,1859,1941,1830,2272,2180,ms
Task Path,:layer_4:module_4_229:kspDebugKotlin,2723,2715,2748,2635,3169,3120,ms
Task Path,:layer_4:module_4_230:kspDebugKotlin,3068,3024,3106,2984,3586,3594,ms
Task Path,:layer_4:module_4_229:compileDebugKotlin,1845,1852,1782,1792,2281,2243,ms
Task Path,:layer_4:module_4_230:compileDebugKotlin,1503,1487,1451,1455,1808,1692,ms
Task Path,:layer_5:module_5_231:mergeDebugResources,2683,2735,2675,2679,2995,3351,ms
Task Path,:layer_5:module_5_231:processDebugResources,2152,2561,2082,2503,2601,3099,ms
Task Path,:layer_5:module_5_231:kspDebugKotlin,2919,2876,2738,2843,3576,3352,ms
Task Path,:layer_5:module_5_231:compileDebugKotlin,3532,3724,3495,3718,3948,4218,ms
Task Path,:layer_5:module_5_231:hiltAggregateDepsDebug,1410,1944,1374,1888,1727,2407,ms
Task Path,:layer_5:module_5_231:mergeExtDexDebug,8197,8415,8131,8293,9323,9525,ms
Task Path,:layer_5:module_5_231:hiltJavaCompileDebug,16379,16335,16474,16245,17151,17539,ms
Task Path,:layer_5:module_5_231:dexBuilderDebug,1386,1450,1364,1392,1654,1782,ms
Task Path,:layer_5:module_5_231:mergeDebugJavaResource,1599,2021,1586,1966,1872,2558,ms
Task Path,:layer_5:module_5_231:validateSigningDebug,1419,1661,1068,1371,2691,2891,ms
Task Path,:layer_5:module_5_231:mergeLibDexDebug,2864,3039,2899,3003,3315,3682,ms
Kotlin Build Reports,Sources compilation round,2449.04,2456.99,1965,1981,3671,3732,ms
Kotlin Build Reports,Shrink and save current classpath snapshot after compilation,59.35,60.74,47,48,87,90,ms
Kotlin Build Reports,Compiler initialization time,71.6,72.64,51,50,91,91,ms
Kotlin Build Reports,Clear outputs on rebuild,2.1,2.23,2,2,3,4,ms
Kotlin Build Reports,Update caches,7.66,7.65,5,5,13,14,ms
Kotlin Build Reports,Incremental compilation in daemon,2613.52,2624.19,2106,2124,3880,3934,ms
Kotlin Build Reports,Compiler code generation,601.5,600.18,474,469,970,973,ms
Kotlin Build Reports,Compiler translation to IR,880.07,885.62,773,772,1274,1307,ms
Kotlin Build Reports,Remove duplicate classes,7.28,7.63,6,6,12,12,ms
Kotlin Build Reports,Shrink current classpath snapshot non-incrementally,44.45,45.25,37,38,68,69,ms
Kotlin Build Reports,Load current classpath snapshot,12.2,12.59,7,7,14,15,ms
Kotlin Build Reports,Compiler IR lowering,356.28,355.47,294,288,556,559,ms
Kotlin Build Reports,Clear jar cache,2.04,2.34,1,1,4,4,ms
Kotlin Build Reports,Save shrunk current classpath snapshot,3.08,2.84,3,3,5,5,ms
Kotlin Build Reports,Spent time before task action,73.08,76.55,67,69,109,112,ms
Kotlin Build Reports,Task action before worker execution,24.85,25.4,20,21,34,35,ms
Kotlin Build Reports,Start gradle worker,2.5,2.62,1,1,5,5,ms
Kotlin Build Reports,Run compilation in Gradle worker,2662.45,2674.26,2146,2165,3936,3996,ms
Kotlin Build Reports,Compiler backend,244.72,244.21,170,170,424,428,ms
Kotlin Build Reports,Run compilation,2640.91,2651.65,2128,2146,3915,3968,ms
Kotlin Build Reports,Connect to Kotlin daemon,17.48,18.49,9,9,21,21,ms
Kotlin Build Reports,Compiler code analysis,674.41,678.54,471,470,1186,1209,ms
Kotlin Build Reports,Total Gradle task time,2819.43,2835.34,2296,2320,4139,4200,ms
Kotlin Build Reports,Calculate output size,1.98,2.04,1,1,4,4,ms
Kotlin Build Reports,Total compiler iteration,1,1,1,1,1,1,
Kotlin Build Reports,Code generation lines per second,1027,1031,1024,1036,1573,1563,
Kotlin Build Reports,Number of cache hits when loading classpath entry snapshots,169,169,171,171,257,257,
Kotlin Build Reports,Total size of the cache directory,576.9,576.9,576,576,586,586,KB
Kotlin Build Reports,Analysis lines per second,1009,1003,1035,1038,1564,1540,
Kotlin Build Reports,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
Kotlin Build Reports,Number of cache misses when loading classpath entry snapshots,2,2,1,1,2,2,
Kotlin Build Reports,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
Kotlin Build Reports,Number of classpath entries,171,171,172,172,259,259,
Kotlin Build Reports,Size of classpath snapshot,11.42,11.42,11,11,19,19,MB
Kotlin Build Reports,Size of shrunk classpath snapshot,31.33,31.33,29,29,43,43,KB
Kotlin Build Reports,Number of lines analyzed,484,484,480,480,529,529,
Kotlin Build Reports,ABI snapshot size,18.0,18.0,18,18,18,18,B
Kotlin Build Reports,Clear output,3.46,2.48,2,2,5,5,ms
Kotlin Build Reports,Store build info,3.2,3.16,3,3,6,6,ms
All processes cpu,Max,100.0,100.0,100.0,100.0,100,100,%
All processes memory,Max,11.65,13.57,11.62,13.54,11.96,14.36,Gb
Build process cpu,Max,97.0,97.0,97.0,97.0,97,97,%
Build processes memory,Max,6.6,8.89,6.62,8.93,6.66,9.35,Gb
Build child processes cpu,Max,95.4,95.42,95.0,95.0,96,96,%
Build child processes memory,Max,4.2,4.02,4.16,4.02,4.48,4.31,Gb
gc-gradle_gc.log,total-collections,279.0,272.0,280.0,269.5,292.0,297.7,
gc-kotlin_gc.log,total-collections,97.0,96.0,97.0,97.0,100.9,99.0,
