Category,Metric,varianta_gradle_8_13 Mean,variantb_gradle_8_14_rc2 Mean,varianta_gradle_8_13 P50,variantb_gradle_8_14_rc2 P50,varianta_gradle_8_13 P90,variantb_gradle_8_14_rc2 P90,Unit
:core:database:compileDemoDebugKotlin,Compiler IR lowering,1421.64,1412.34,1412,1403,1651,1644,ms
:core:database:compileDemoDebugKotlin,Compiler IR translation,922.58,954.06,911,914,1085,1154,ms
:core:database:compileDemoDebugKotlin,Store build info,1.33,2.0,1,2,2,2,ms
:core:database:compileDemoDebugKotlin,Compiler initialization time,41.84,36.08,46,25,71,66,ms
:core:database:compileDemoDebugKotlin,Incremental compilation in daemon,11534.48,11454.56,11797,11442,12500,12070,ms
:core:database:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,87.84,97.12,82,95,146,147,ms
:core:database:compileDemoDebugKotlin,Task action before worker execution,46.4,31.26,35,27,86,57,ms
:core:database:compileDemoDebugKotlin,Total Gradle task time,12093.44,11979.58,12179,12093,13165,12764,ms
:core:database:compileDemoDebugKotlin,Run compilation,11568.5,11488.1,11834,11482,12532,12095,ms
:core:database:compileDemoDebugKotlin,Clear jar cache,3.11,5.3,2,2,6,7,ms
:core:database:compileDemoDebugKotlin,Compiler code generation,2973.02,2965.98,2959,2985,3379,3305,ms
:core:database:compileDemoDebugKotlin,Calculate output size,2.88,3.38,2,1,6,4,ms
:core:database:compileDemoDebugKotlin,Save shrunk current classpath snapshot,5.7,4.14,5,3,11,8,ms
:core:database:compileDemoDebugKotlin,Load current classpath snapshot,17.58,17.82,11,16,27,25,ms
:core:database:compileDemoDebugKotlin,Start gradle worker,281.42,264.76,83,85,906,783,ms
:core:database:compileDemoDebugKotlin,Run compilation in Gradle worker,11592.12,11515.76,11851,11507,12553,12122,ms
:core:database:compileDemoDebugKotlin,Compiler IR generation,1550.68,1553.16,1521,1533,1837,1877,ms
:core:database:compileDemoDebugKotlin,Spent time before task action,39.76,35.7,43,33,60,58,ms
:core:database:compileDemoDebugKotlin,Connect to Kotlin daemon,16.14,19.46,15,17,21,30,ms
:core:database:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,81.2,91.88,76,91,136,140,ms
:core:database:compileDemoDebugKotlin,Update caches,43.08,40.08,39,37,55,54,ms
:core:database:compileDemoDebugKotlin,Compiler IR translation line number,2978,2978,2978,2978,2978,2978,
:core:database:compileDemoDebugKotlin,Size of classpath snapshot,2.6,2.6,3,3,3,3,MB
:core:database:compileDemoDebugKotlin,Number of lines for code generation,2978,2978,2978,2978,2978,2978,
:core:database:compileDemoDebugKotlin,Compiler IR generation line number,2978,2978,2978,2978,2978,2978,
:core:database:compileDemoDebugKotlin,Code generation lines per second,1008,1013,1006,998,1151,1173,
:core:database:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:database:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,41,40,46,36,46,46,
:core:database:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:database:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:database:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:database:compileDemoDebugKotlin,Compiler IR lowering line number,2978,2978,2978,2978,2978,2978,
:core:database:compileDemoDebugKotlin,Number of classpath entries,46,46,46,46,46,46,
:core:database:compileDemoDebugKotlin,Size of shrunk classpath snapshot,44.0,44.0,44,44,44,44,KB
:core:database:compileDemoDebugKotlin,Total size of the cache directory,755.8,755.8,756,756,756,756,KB
:core:database:compileDemoDebugKotlin,Analysis lines per second,416,420,407,417,474,461,
:core:database:compileDemoDebugKotlin,Number of lines analyzed,2978,2978,2978,2978,2978,2978,
:core:database:compileDemoDebugKotlin,Clear output,1.67,3.33,1,3,3,4,ms
:core:database:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,10,10,11,11,11,11,
:core:database:compileDemoDebugKotlin,Clear outputs on rebuild,2.0,3.0,2,3,3,3,ms
:core:database:compileDemoDebugKotlin,Write history file,3.0,4.0,3,4,3,6,ms
:core:database:compileProdDebugKotlin,Sources compilation round,11089.06,11082.42,11160,11197,12083,11974,ms
:core:database:compileProdDebugKotlin,Compiler code analysis,7090.16,7123.48,7104,7187,7900,7703,ms
:core:database:compileProdDebugKotlin,Compiler IR lowering,1440.66,1388.72,1432,1368,1624,1599,ms
:core:database:compileProdDebugKotlin,Compiler IR translation,945.5,927.62,903,901,1151,1201,ms
:core:database:compileProdDebugKotlin,Compiler initialization time,33.98,40.36,29,43,58,66,ms
:core:database:compileProdDebugKotlin,Incremental compilation in daemon,11473.5,11455.5,11529,11559,12564,12312,ms
:core:database:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,89.26,92.94,79,92,167,147,ms
:core:database:compileProdDebugKotlin,Task action before worker execution,36.3,39.9,28,29,72,73,ms
:core:database:compileProdDebugKotlin,Total Gradle task time,11986.3,11967.86,12054,12074,12946,12886,ms
:core:database:compileProdDebugKotlin,Run compilation,11507.16,11493.12,11557,11617,12595,12335,ms
:core:database:compileProdDebugKotlin,Clear jar cache,2.71,3.12,2,1,6,5,ms
:core:database:compileProdDebugKotlin,Compiler code generation,3003.94,2975.96,2975,2986,3441,3355,ms
:core:database:compileProdDebugKotlin,Calculate output size,2.44,2.64,2,2,5,7,ms
:core:database:compileProdDebugKotlin,Save shrunk current classpath snapshot,3.88,4.04,3,4,8,7,ms
:core:database:compileProdDebugKotlin,Load current classpath snapshot,20.5,17.08,17,15,27,32,ms
:core:database:compileProdDebugKotlin,Start gradle worker,253.14,234.58,59,78,871,728,ms
:core:database:compileProdDebugKotlin,Run compilation in Gradle worker,11529.74,11516.46,11584,11642,12626,12361,ms
:core:database:compileProdDebugKotlin,Compiler IR generation,1562.82,1586.74,1563,1572,1911,1907,ms
:core:database:compileProdDebugKotlin,Spent time before task action,32.14,40.84,28,41,58,63,ms
:core:database:compileProdDebugKotlin,Connect to Kotlin daemon,15.7,16.36,14,15,26,26,ms
:core:database:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,84.28,87.72,75,85,165,141,ms
:core:database:compileProdDebugKotlin,Update caches,44.4,42.9,39,40,58,58,ms
:core:database:compileProdDebugKotlin,Compiler IR translation line number,2978,2978,2978,2978,2978,2978,
:core:database:compileProdDebugKotlin,Size of classpath snapshot,2.6,2.6,3,3,3,3,MB
:core:database:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,10,10,11,11,11,11,
:core:database:compileProdDebugKotlin,Number of lines for code generation,2978,2978,2978,2978,2978,2978,
:core:database:compileProdDebugKotlin,Compiler IR generation line number,2978,2978,2978,2978,2978,2978,
:core:database:compileProdDebugKotlin,Code generation lines per second,1000,1010,1001,997,1155,1159,
:core:database:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:database:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,40,40,36,46,46,46,
:core:database:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:database:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:database:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:database:compileProdDebugKotlin,Compiler IR lowering line number,2978,2978,2978,2978,2978,2978,
:core:database:compileProdDebugKotlin,Number of classpath entries,46,46,46,46,46,46,
:core:database:compileProdDebugKotlin,Size of shrunk classpath snapshot,44.0,44.0,44,44,44,44,KB
:core:database:compileProdDebugKotlin,Total size of the cache directory,755.8,755.8,756,756,756,756,KB
:core:database:compileProdDebugKotlin,Analysis lines per second,423,420,419,414,471,484,
:core:database:compileProdDebugKotlin,Number of lines analyzed,2978,2978,2978,2978,2978,2978,
:core:database:compileProdDebugKotlin,Store build info,3.8,6.0,3,6,7,6,ms
:core:database:compileProdDebugKotlin,Write history file,3.5,,3,,6,,ms
:core:database:compileProdDebugKotlin,Clear outputs on rebuild,2.67,,3,,3,,ms
:core:database:compileProdDebugKotlin,Clear output,2.0,2.0,2,2,3,2,ms
:core:datastore:compileDemoDebugKotlin,Sources compilation round,2516.46,2528.26,2514,2509,2848,2889,ms
:core:datastore:compileDemoDebugKotlin,Compiler code analysis,1239.54,1266.22,1245,1265,1459,1521,ms
:core:datastore:compileDemoDebugKotlin,Compiler IR lowering,405.26,388.18,387,378,547,493,ms
:core:datastore:compileDemoDebugKotlin,Compiler IR translation,153.9,146.32,149,145,203,180,ms
:core:datastore:compileDemoDebugKotlin,Compiler initialization time,48.68,46.14,47,47,66,65,ms
:core:datastore:compileDemoDebugKotlin,Incremental compilation in daemon,2710.64,2734.68,2708,2729,3022,3141,ms
:core:datastore:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,68.54,73.72,67,71,90,101,ms
:core:datastore:compileDemoDebugKotlin,Task action before worker execution,27.72,29.5,26,30,40,43,ms
:core:datastore:compileDemoDebugKotlin,Total Gradle task time,3208.92,3284.26,3176,3155,3786,4084,ms
:core:datastore:compileDemoDebugKotlin,Run compilation,2746.16,2768.72,2732,2764,3055,3170,ms
:core:datastore:compileDemoDebugKotlin,Clear jar cache,2.65,2.85,1,1,7,7,ms
:core:datastore:compileDemoDebugKotlin,Compiler code generation,1066.16,1061.68,1037,1050,1317,1239,ms
:core:datastore:compileDemoDebugKotlin,Calculate output size,2.14,2.38,1,1,5,5,ms
:core:datastore:compileDemoDebugKotlin,Save shrunk current classpath snapshot,3.88,4.76,4,4,7,10,ms
:core:datastore:compileDemoDebugKotlin,Load current classpath snapshot,13.62,15.64,13,15,19,23,ms
:core:datastore:compileDemoDebugKotlin,Start gradle worker,17.1,54.84,4,4,10,285,ms
:core:datastore:compileDemoDebugKotlin,Run compilation in Gradle worker,2772.42,2799.0,2765,2795,3102,3204,ms
:core:datastore:compileDemoDebugKotlin,Compiler IR generation,660.38,672.98,654,651,783,798,ms
:core:datastore:compileDemoDebugKotlin,Spent time before task action,28.7,29.2,28,30,40,41,ms
:core:datastore:compileDemoDebugKotlin,Connect to Kotlin daemon,19.52,23.38,17,18,30,32,ms
:core:datastore:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,63.54,67.82,61,66,85,92,ms
:core:datastore:compileDemoDebugKotlin,Update caches,7.86,8.2,8,8,10,14,ms
:core:datastore:compileDemoDebugKotlin,Compiler IR translation line number,441,441,441,441,441,441,
:core:datastore:compileDemoDebugKotlin,Size of classpath snapshot,2.9,2.9,3,3,3,3,MB
:core:datastore:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,7,7,7,7,7,7,
:core:datastore:compileDemoDebugKotlin,Number of lines for code generation,441,441,441,441,441,441,
:core:datastore:compileDemoDebugKotlin,Compiler IR generation line number,441,441,441,441,441,441,
:core:datastore:compileDemoDebugKotlin,Code generation lines per second,421,420,425,420,502,477,
:core:datastore:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:datastore:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,42,42,42,42,42,42,
:core:datastore:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:datastore:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:datastore:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:datastore:compileDemoDebugKotlin,Compiler IR lowering line number,441,441,441,441,441,441,
:core:datastore:compileDemoDebugKotlin,Number of classpath entries,49,49,49,49,49,49,
:core:datastore:compileDemoDebugKotlin,Size of shrunk classpath snapshot,77.9,77.9,78,78,78,78,KB
:core:datastore:compileDemoDebugKotlin,Total size of the cache directory,531.6,531.6,532,532,532,532,KB
:core:datastore:compileDemoDebugKotlin,Analysis lines per second,360,354,354,349,417,427,
:core:datastore:compileDemoDebugKotlin,Number of lines analyzed,441,441,441,441,441,441,
:core:datastore:compileDemoDebugKotlin,Clear output,3.0,3.83,3,4,4,6,ms
:core:datastore:compileDemoDebugKotlin,Clear outputs on rebuild,3.0,,3,,3,,ms
:core:datastore:compileDemoDebugKotlin,Store build info,3.0,3.2,3,3,3,6,ms
:core:datastore:compileProdDebugKotlin,Sources compilation round,1164.78,1157.26,1157,1165,1355,1371,ms
:core:datastore:compileProdDebugKotlin,Compiler code analysis,616.86,634.82,595,640,743,739,ms
:core:datastore:compileProdDebugKotlin,Compiler IR lowering,189.58,171.9,186,169,238,223,ms
:core:datastore:compileProdDebugKotlin,Compiler IR translation,74.9,74.42,72,73,96,100,ms
:core:datastore:compileProdDebugKotlin,Compiler initialization time,32.14,31.28,33,31,42,37,ms
:core:datastore:compileProdDebugKotlin,Incremental compilation in daemon,1273.64,1258.54,1266,1238,1463,1449,ms
:core:datastore:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,31.24,31.02,31,31,39,41,ms
:core:datastore:compileProdDebugKotlin,Task action before worker execution,20.08,21.96,20,21,26,28,ms
:core:datastore:compileProdDebugKotlin,Total Gradle task time,1733.74,1801.0,1492,1606,2374,2579,ms
:core:datastore:compileProdDebugKotlin,Run compilation,1295.88,1279.12,1282,1257,1480,1476,ms
:core:datastore:compileProdDebugKotlin,Clear jar cache,1.83,2.28,1,1,4,5,ms
:core:datastore:compileProdDebugKotlin,Compiler code generation,434.5,410.24,416,402,535,506,ms
:core:datastore:compileProdDebugKotlin,Calculate output size,1.76,1.72,1,1,4,4,ms
:core:datastore:compileProdDebugKotlin,Load current classpath snapshot,4.86,5.36,5,5,8,8,ms
:core:datastore:compileProdDebugKotlin,Start gradle worker,32.23,84.37,1,3,9,429,ms
:core:datastore:compileProdDebugKotlin,Run compilation in Gradle worker,1311.52,1293.96,1296,1275,1492,1497,ms
:core:datastore:compileProdDebugKotlin,Compiler IR generation,244.46,237.86,236,232,325,311,ms
:core:datastore:compileProdDebugKotlin,Spent time before task action,21.46,23.28,20,22,31,31,ms
:core:datastore:compileProdDebugKotlin,Connect to Kotlin daemon,11.48,10.04,10,9,21,16,ms
:core:datastore:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,28.94,28.7,28,29,37,38,ms
:core:datastore:compileProdDebugKotlin,Update caches,4.22,4.02,5,4,7,7,ms
:core:datastore:compileProdDebugKotlin,Compiler IR translation line number,441,441,441,441,441,441,
:core:datastore:compileProdDebugKotlin,Size of classpath snapshot,2.9,2.9,3,3,3,3,MB
:core:datastore:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:datastore:compileProdDebugKotlin,Number of lines for code generation,441,441,441,441,441,441,
:core:datastore:compileProdDebugKotlin,Compiler IR generation line number,441,441,441,441,441,441,
:core:datastore:compileProdDebugKotlin,Code generation lines per second,1054,1120,1061,1098,1359,1411,
:core:datastore:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:datastore:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,48,48,48,48,48,48,
:core:datastore:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:datastore:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:datastore:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:datastore:compileProdDebugKotlin,Compiler IR lowering line number,441,441,441,441,441,441,
:core:datastore:compileProdDebugKotlin,Number of classpath entries,49,49,49,49,49,49,
:core:datastore:compileProdDebugKotlin,Size of shrunk classpath snapshot,77.9,77.9,78,78,78,78,KB
:core:datastore:compileProdDebugKotlin,Total size of the cache directory,531.6,531.6,532,532,532,532,KB
:core:datastore:compileProdDebugKotlin,Analysis lines per second,727,710,742,689,858,852,
:core:datastore:compileProdDebugKotlin,Number of lines analyzed,441,441,441,441,441,441,
:core:datastore:compileProdDebugKotlin,Save shrunk current classpath snapshot,3.15,2.6,3,3,5,3,ms
:core:datastore:compileProdDebugKotlin,Store build info,2.5,,3,,3,,ms
:core:datastore:compileProdDebugKotlin,Write history file,4.0,3.0,4,3,4,3,ms
:core:datastore:compileProdDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:core:datastore-proto:compileDemoDebugKotlin,Sources compilation round,3950.82,3896.28,3904,3901,4578,4227,ms
:core:datastore-proto:compileDemoDebugKotlin,Compiler code analysis,3007.28,2937.32,2950,2935,3522,3378,ms
:core:datastore-proto:compileDemoDebugKotlin,Compiler IR lowering,225.94,237.36,225,223,281,315,ms
:core:datastore-proto:compileDemoDebugKotlin,Compiler IR translation,288.76,302.68,280,291,377,387,ms
:core:datastore-proto:compileDemoDebugKotlin,Compiler initialization time,9.24,11.02,8,10,16,16,ms
:core:datastore-proto:compileDemoDebugKotlin,Incremental compilation in daemon,4141.48,4094.18,4120,4095,4814,4434,ms
:core:datastore-proto:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,63.64,64.56,64,65,87,90,ms
:core:datastore-proto:compileDemoDebugKotlin,Task action before worker execution,23.0,23.4,23,22,34,36,ms
:core:datastore-proto:compileDemoDebugKotlin,Total Gradle task time,4812.18,4823.88,4810,4770,5501,5418,ms
:core:datastore-proto:compileDemoDebugKotlin,Run compilation,4175.84,4136.74,4156,4158,4837,4476,ms
:core:datastore-proto:compileDemoDebugKotlin,Clear jar cache,2.96,2.8,2,3,6,5,ms
:core:datastore-proto:compileDemoDebugKotlin,Compiler code generation,637.46,636.98,624,644,804,843,ms
:core:datastore-proto:compileDemoDebugKotlin,Calculate output size,2.0,2.46,1,1,4,6,ms
:core:datastore-proto:compileDemoDebugKotlin,Load current classpath snapshot,15.04,16.42,15,16,22,24,ms
:core:datastore-proto:compileDemoDebugKotlin,Start gradle worker,20.48,34.79,3,2,25,136,ms
:core:datastore-proto:compileDemoDebugKotlin,Run compilation in Gradle worker,4201.82,4165.54,4175,4179,4859,4510,ms
:core:datastore-proto:compileDemoDebugKotlin,Compiler IR generation,410.88,399.22,403,384,508,551,ms
:core:datastore-proto:compileDemoDebugKotlin,Spent time before task action,493.98,524.1,429,403,926,1056,ms
:core:datastore-proto:compileDemoDebugKotlin,Connect to Kotlin daemon,18.4,21.52,17,20,30,32,ms
:core:datastore-proto:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,62.48,63.26,62,65,84,89,ms
:core:datastore-proto:compileDemoDebugKotlin,Update caches,13.96,15.9,13,14,20,22,ms
:core:datastore-proto:compileDemoDebugKotlin,Compiler IR translation line number,843,843,843,843,843,843,
:core:datastore-proto:compileDemoDebugKotlin,Size of classpath snapshot,1.9,1.9,2,2,2,2,MB
:core:datastore-proto:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,3,3,3,3,3,3,
:core:datastore-proto:compileDemoDebugKotlin,Number of lines for code generation,843,843,843,843,843,843,
:core:datastore-proto:compileDemoDebugKotlin,Compiler IR generation line number,843,843,843,843,843,843,
:core:datastore-proto:compileDemoDebugKotlin,Code generation lines per second,1362,1397,1352,1309,1693,1899,
:core:datastore-proto:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:datastore-proto:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,6,6,6,6,6,6,
:core:datastore-proto:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:datastore-proto:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:datastore-proto:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:datastore-proto:compileDemoDebugKotlin,Compiler IR lowering line number,843,843,843,843,843,843,
:core:datastore-proto:compileDemoDebugKotlin,Number of classpath entries,9,9,9,9,9,9,
:core:datastore-proto:compileDemoDebugKotlin,Size of shrunk classpath snapshot,3.2,3.2,3,3,3,3,KB
:core:datastore-proto:compileDemoDebugKotlin,Total size of the cache directory,585.2,585.2,585,585,585,585,KB
:core:datastore-proto:compileDemoDebugKotlin,Analysis lines per second,283,288,286,287,329,320,
:core:datastore-proto:compileDemoDebugKotlin,Number of lines analyzed,843,843,843,843,843,843,
:core:datastore-proto:compileDemoDebugKotlin,Clear output,5.33,5.0,3,5,11,5,ms
:core:datastore-proto:compileDemoDebugKotlin,Write history file,1.67,2.75,2,3,2,4,ms
:core:datastore-proto:compileDemoDebugKotlin,Store build info,3.5,2.0,4,2,4,2,ms
:core:datastore-proto:compileDemoDebugKotlin,Save shrunk current classpath snapshot,3.0,3.29,3,3,3,5,ms
:core:datastore-proto:compileProdDebugKotlin,Sources compilation round,1370.58,1330.18,1364,1315,1614,1479,ms
:core:datastore-proto:compileProdDebugKotlin,Compiler code analysis,1075.96,1025.64,1067,1025,1284,1177,ms
:core:datastore-proto:compileProdDebugKotlin,Compiler IR lowering,71.84,80.1,76,79,98,108,ms
:core:datastore-proto:compileProdDebugKotlin,Clear output,1.5,2.0,2,2,2,2,ms
:core:datastore-proto:compileProdDebugKotlin,Compiler IR translation,93.74,103.36,94,102,121,135,ms
:core:datastore-proto:compileProdDebugKotlin,Compiler initialization time,22.68,17.92,19,19,32,26,ms
:core:datastore-proto:compileProdDebugKotlin,Incremental compilation in daemon,1465.28,1429.52,1459,1395,1676,1590,ms
:core:datastore-proto:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,20.14,20.56,21,21,26,33,ms
:core:datastore-proto:compileProdDebugKotlin,Task action before worker execution,17.5,17.48,18,18,22,22,ms
:core:datastore-proto:compileProdDebugKotlin,Total Gradle task time,1794.0,1686.18,1653,1612,2430,2317,ms
:core:datastore-proto:compileProdDebugKotlin,Run compilation,1488.08,1449.96,1479,1410,1707,1601,ms
:core:datastore-proto:compileProdDebugKotlin,Clear jar cache,2.36,1.58,2,1,5,3,ms
:core:datastore-proto:compileProdDebugKotlin,Compiler code generation,168.28,177.34,156,176,251,217,ms
:core:datastore-proto:compileProdDebugKotlin,Calculate output size,1.88,2.1,1,1,4,5,ms
:core:datastore-proto:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.4,3.67,3,3,3,6,ms
:core:datastore-proto:compileProdDebugKotlin,Load current classpath snapshot,3.06,3.1,3,3,6,6,ms
:core:datastore-proto:compileProdDebugKotlin,Start gradle worker,99.0,64.29,2,3,650,39,ms
:core:datastore-proto:compileProdDebugKotlin,Run compilation in Gradle worker,1512.3,1466.58,1489,1426,1718,1634,ms
:core:datastore-proto:compileProdDebugKotlin,Compiler IR generation,95.96,96.72,81,97,174,120,ms
:core:datastore-proto:compileProdDebugKotlin,Spent time before task action,16.6,18.1,15,15,25,34,ms
:core:datastore-proto:compileProdDebugKotlin,Connect to Kotlin daemon,18.88,12.12,9,9,18,19,ms
:core:datastore-proto:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,19.52,19.82,20,19,26,31,ms
:core:datastore-proto:compileProdDebugKotlin,Update caches,7.54,5.96,6,6,9,9,ms
:core:datastore-proto:compileProdDebugKotlin,Compiler IR translation line number,843,843,843,843,843,843,
:core:datastore-proto:compileProdDebugKotlin,Size of classpath snapshot,1.9,1.9,2,2,2,2,MB
:core:datastore-proto:compileProdDebugKotlin,Number of lines for code generation,843,843,843,843,843,843,
:core:datastore-proto:compileProdDebugKotlin,Compiler IR generation line number,843,843,843,843,843,843,
:core:datastore-proto:compileProdDebugKotlin,Code generation lines per second,5463,5232,5405,4803,7249,7025,
:core:datastore-proto:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:datastore-proto:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,9,9,9,9,9,9,
:core:datastore-proto:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:datastore-proto:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:datastore-proto:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:datastore-proto:compileProdDebugKotlin,Compiler IR lowering line number,843,843,843,843,843,843,
:core:datastore-proto:compileProdDebugKotlin,Number of classpath entries,9,9,9,9,9,9,
:core:datastore-proto:compileProdDebugKotlin,Size of shrunk classpath snapshot,3.2,3.2,3,3,3,3,KB
:core:datastore-proto:compileProdDebugKotlin,Total size of the cache directory,585.2,585.2,585,585,585,585,KB
:core:datastore-proto:compileProdDebugKotlin,Analysis lines per second,797,836,790,823,959,1010,
:core:datastore-proto:compileProdDebugKotlin,Number of lines analyzed,843,843,843,843,843,843,
:core:datastore-proto:compileProdDebugKotlin,Write history file,2.0,,2,,2,,ms
:core:datastore-proto:compileProdDebugKotlin,Clear outputs on rebuild,1.0,2.0,1,2,1,2,ms
:core:datastore-test:compileDemoDebugKotlin,Sources compilation round,344.7,335.86,321,324,483,419,ms
:core:datastore-test:compileDemoDebugKotlin,Compiler code analysis,182.36,190.18,182,179,241,250,ms
:core:datastore-test:compileDemoDebugKotlin,Compiler IR lowering,52.08,45.58,49,46,89,62,ms
:core:datastore-test:compileDemoDebugKotlin,Compiler IR translation,47.24,38.58,42,41,67,59,ms
:core:datastore-test:compileDemoDebugKotlin,Compiler initialization time,31.02,29.42,32,31,45,41,ms
:core:datastore-test:compileDemoDebugKotlin,Incremental compilation in daemon,428.14,424.82,415,425,590,525,ms
:core:datastore-test:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,26.68,28.42,28,28,42,35,ms
:core:datastore-test:compileDemoDebugKotlin,Task action before worker execution,24.4,24.02,18,20,32,50,ms
:core:datastore-test:compileDemoDebugKotlin,Total Gradle task time,908.74,908.78,611,605,2339,2126,ms
:core:datastore-test:compileDemoDebugKotlin,Run compilation,452.1,449.52,437,447,614,555,ms
:core:datastore-test:compileDemoDebugKotlin,Compiler code generation,78.76,71.06,73,73,129,92,ms
:core:datastore-test:compileDemoDebugKotlin,Calculate output size,2.02,2.34,1,1,5,6,ms
:core:datastore-test:compileDemoDebugKotlin,Load current classpath snapshot,3.98,3.72,4,4,8,6,ms
:core:datastore-test:compileDemoDebugKotlin,Start gradle worker,89.1,169.04,2,3,8,570,ms
:core:datastore-test:compileDemoDebugKotlin,Run compilation in Gradle worker,468.76,465.9,451,475,630,565,ms
:core:datastore-test:compileDemoDebugKotlin,Compiler IR generation,26.16,24.94,25,27,42,32,ms
:core:datastore-test:compileDemoDebugKotlin,Spent time before task action,22.44,24.04,21,22,32,30,ms
:core:datastore-test:compileDemoDebugKotlin,Connect to Kotlin daemon,12.68,12.84,11,10,20,19,ms
:core:datastore-test:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,25.64,27.28,27,27,40,35,ms
:core:datastore-test:compileDemoDebugKotlin,Compiler IR translation line number,70,70,70,70,70,70,
:core:datastore-test:compileDemoDebugKotlin,Size of classpath snapshot,3.0,3.0,3,3,3,3,MB
:core:datastore-test:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,2,2,1,1,7,7,
:core:datastore-test:compileDemoDebugKotlin,Number of lines for code generation,70,70,70,70,70,70,
:core:datastore-test:compileDemoDebugKotlin,Compiler IR generation line number,70,70,70,70,70,70,
:core:datastore-test:compileDemoDebugKotlin,Code generation lines per second,1005,1073,958,958,1455,1623,
:core:datastore-test:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:datastore-test:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,53,53,55,55,56,56,
:core:datastore-test:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:datastore-test:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:datastore-test:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
